ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	FoldEnrichment
R-MMU-9012999	R-MMU-9012999	RHO GTPase cycle	149/2468	319/6542	0.000484312240170397	0.0126889806924644	0.0109913388400777	Sh3rf1/Dock10/Arhgef3/Ophn1/Ktn1/Ptpn13/Vcp/Arap3/Arhgap22/Pik3r3/Rhpn2/Slitrk5/Arhgap26/Arhgap21/Plekhg6/Daam1/Msi2/Arhgap25/Wasf3/Cdc42/Myo6/Arhgap29/Depdc1b/Gopc/Hint2/Pik3r1/Spen/Vav3/Iqgap3/Arhgdia/Pard6a/Vamp3/Arhgdig/Dock5/Lrrc1/Tjp2/Pak6/Dbt/Fgd4/Cltc/Sema4f/Esyt1/Kctd13/Plekhg5/Fam169a/Vav2/Lmnb1/Pard6b/Git2/Noxa1/Amigo2/Cul3/Twf1/Arhgap44/Prag1/Cdc42ep3/Kidins220/Rnd3/Arhgef11/Ocrl/Snap23/Cavin1/Arhgap15/Def6/Rapgef1/Add3/Dsp/Arhgap33/Steap3/Ckb/Ckap4/Lbr/Cpsf7/Fgd2/Fmnl2/Arhgap9/Sos2/Wasf1/Als2/Arap1/Swap70/Farp2/Lck/Ccdc187/Arhgap24/Mpp7/Stip1/Sowahc/Sptbn1/Fgd5/Tpm3/Jup/Rasgrf2/Fermt2/Cpne8/Stmn2/Tiam2/Tmod3/Srgap1/Rac2/Nhs/Arhgap32/Abi2/Filip1/Dlc1/Aaas/Rac1/Git1/Arhgef18/Taok3/Arhgef15/Chn1/Arhgap10/Dsg2/Rhof/Ptk2b/Cdc42ep4/Zap70/Fam13a/Aldh3a2/Pld2/Ccdc115/Nck1/Pkp4/Pik3ca/Stom/Gmip/Ncf4/Arhgef26/Dock6/Net1/Cyba/Srgap3/Arhgap19/Rhobtb1/Arhgef10/Arhgef19/Vav1/Rhov/Arhgap18/Kalrn/Actc1/Arhgef28/Arhgap20/Abr/Fam83b/Prex1/Fmnl1/Arhgap8	149	1.23811495607729
R-MMU-112315	R-MMU-112315	Transmission across Chemical Synapses	86/2468	174/6542	0.000943459284625389	0.0237290885937058	0.0205544053869143	Slc17a7/Ncald/Gnai1/Adcy4/Chrna4/Rps6ka2/Cacnb2/Prkar1a/Camk2g/Myo6/Chrna7/Adcy7/Syn1/Plcb2/Abat/Lin7a/Gabbr2/Camk1/Grip1/Slc1a2/Gabrb3/Cacna1b/Gnb5/Prkca/Slc1a1/Apba1/Gria3/Grin2a/Slc18a2/Gnb3/Kcnj15/Cacng4/Slc1a3/Grin2b/Gabra2/Slc1a6/Gng4/Adcy5/Kcnj6/Gnb4/Prkar2b/Gabrq/Grik4/Cacna2d3/Dlg2/Slc6a4/Cacna2d2/Cacng3/Syn3/Cplx1/Grip2/Aldh5a1/Slc32a1/Adcy8/Cacnb4/Plcb1/Grin2d/Cacnb1/Unc13b/Adcy9/Chrna5/Tspan7/Gng10/Naaa/Glrb/Chrna1/Maoa/Grik3/Gabra1/Chrnd/Gngt2/Gabra5/Gls2/Adcy3/Ppfia3/Grin1/Dlg4/Kcnj2/Slc1a7/Gabra4/Slc6a1/Ppfia2/Gad1/Snap25/Tspoap1/Gria1	86	1.31013059110639
R-MMU-381426	R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	52/2468	97/6542	0.00097814563668711	0.0237290885937058	0.0205544053869143	Ktn1/Alb/Igfbp5/Bmp4/Scg2/Fn1/App/Fstl1/Proc/Fam20c/Megf11/F5/Dmp1/Stc2/Igfbp4/Timp1/Fgf23/Ambn/Prss23/Ltbp1/Amelx/Serpind1/Itih2/Gas6/Ckap4/Aplp2/Afp/Mia3/C3/Cdh2/Mfge8/Adam10/Chgb/C4b/Enam/Notum/Penk/Igfbp2/Mepe/Il6/Igfbp6/Apoa1/Sdc2/Spp1/Chrdl1/Tnc/Igf2/Fbn1/Igf1/Fam20a/Pcsk9/Lgals1	52	1.42100954067737
R-MMU-112316	R-MMU-112316	Neuronal System	132/2468	283/6542	0.00107250985334906	0.0247141253679491	0.0214076554010841	Slitrk2/Slc17a7/Kcns1/Ncald/Gnai1/Adcy4/Chrna4/Ntrk3/Rps6ka2/Slitrk5/Cacnb2/Prkar1a/Kcnh8/Kcnk2/Camk2g/Myo6/Chrna7/Adcy7/Syn1/Plcb2/Slitrk1/Abat/Abcc8/Lin7a/Gabbr2/Camk1/Lrrc4b/Grip1/Slc1a2/Kcnv1/Gabrb3/Cacna1b/Lrfn2/Gnb5/Kcnv2/Prkca/Slc1a1/Kcnn1/Apba1/Gria3/Grin2a/Slc18a2/Gnb3/Kcnj15/Cacng4/Slc1a3/Grin2b/Gabra2/Hcn2/Slc1a6/Hcn1/Gng4/Adcy5/Kcnj6/Gnb4/Prkar2b/Kcnc3/Gabrq/Epb41l3/Kcnh2/Grik4/Cacna2d3/Kcnf1/Kcnh3/Dlg2/Slc6a4/Cacna2d2/Cacng3/Syn3/Kcnb2/Slitrk6/Cplx1/Grip2/Kcnq4/Aldh5a1/Kcnn2/Slc32a1/Adcy8/Homer2/Cacnb4/Kcnma1/Plcb1/Grin2d/Kcnh6/Kcng1/Dlgap3/Cacnb1/Unc13b/Adcy9/Kcnk3/Chrna5/Tspan7/Kcns2/Gng10/Naaa/Dlgap2/Glrb/Kcns3/Chrna1/Sh3glb2/Maoa/Grik3/Gabra1/Chrnd/Kcnk1/Kcnb1/Gngt2/Gabra5/Gls2/Adcy3/Kcnd3/Ppfia3/Kcnh1/Grin1/Dlg4/Lrrtm1/Kcnj2/Slc1a7/Shank2/Il1rap/Gabra4/Kcnmb4/Slc6a1/Lrrtm3/Ppfia2/Gad1/Kcnj8/Lrrtm4/Snap25/Tspoap1/Panx2/Gria1	132	1.23638258758039
R-MMU-975956	R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	18/2468	26/6542	0.00109421318422981	0.0247141253679491	0.0214076554010841	Rpl37/Gspt1/Rpl22/Rpl27a/Rps10/Rps5/Rps19/Rps11/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Rpsa/Rpl37a/Ncbp2/Rpl3	18	1.83512030918838
R-MMU-186797	R-MMU-186797	Signaling by PDGF	27/2468	44/6542	0.00120693732048837	0.0256155872959165	0.0221885119365191	Col5a3/Pik3cb/Pik3r1/Stat3/Thbs4/Pdgfb/Rasa1/Col6a6/Rapgef1/Col9a3/Pdgfd/Pdgfc/Plat/Crkl/Col9a1/Kras/Spp1/Col6a5/Pdgfra/Nck1/Pik3ca/Col2a1/Col4a2/Thbs3/Col4a1/Col6a2/Bcar1	27	1.62658391041697
R-MMU-72689	R-MMU-72689	Formation of a pool of free 40S subunits	21/2468	32/6542	0.00124194870117709	0.0256155872959165	0.0221885119365191	Rpl37/Rpl22/Rpl27a/Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa/Rpl37a/Rpl3	21	1.73954112641815
R-MMU-3000178	R-MMU-3000178	ECM proteoglycans	25/2468	40/6542	0.00125144853964783	0.0256155872959165	0.0221885119365191	Tnr/Fn1/App/Dmp1/Col5a3/Itga2/Itgax/Hapln1/Col6a6/Matn4/Col9a3/Itgb5/Acan/Itgb6/Itga9/Itgb3/Itga8/Col9a1/Col6a5/Matn1/Tnxb/Tnc/Col2a1/Col6a2/Itga2b	25	1.65670583468395
R-MMU-202733	R-MMU-202733	Cell surface interactions at the vascular wall	36/2468	63/6542	0.0012967187842498	0.0257379031419278	0.0222944633081544	Epcam/Jam3/Cd84/Fn1/Proc/Cd48/Tgfb1/Grb14/Pik3cb/Mertk/Sdc1/Fyn/Pik3r1/Itgax/Spn/Cd47/Sdc3/Pecam1/Jam2/Gas6/Angpt4/Cd177/Lck/Angpt2/Itgb3/Procr/Cd74/Itga4/Sell/Kras/Sdc2/Tek/Pik3ca/Shc1/Dok2/Gp6	36	1.51470247742533
R-MMU-194138	R-MMU-194138	Signaling by VEGF	44/2468	81/6542	0.00165024667932092	0.0317915169104472	0.02753817214099	Pgf/Ctnnb1/Wasf3/Cdc42/Mapkapk3/Mapkapk2/Nrp1/Flt1/Pik3cb/Fyn/Pik3r1/Vav3/Prkca/Vav2/Sphk1/Rasa1/Wasf1/Pxn/Vegfb/Itgb3/Jup/Kdr/Vegfd/Cdh5/Abi2/Axl/Nos3/Mapk13/Kras/Rac1/Shb/Ptk2b/Nck1/Hspb1/Pik3ca/Ncf4/Cyba/Elmo1/Vav1/Prkcd/Mapk12/Vegfc/Bcar1/Mapk11	44	1.43990235508334
R-MMU-5173105	R-MMU-5173105	O-linked glycosylation	42/2468	77/6542	0.0018761999529942	0.0351117419774629	0.0304141887116955	Thsd1/St3gal1/Thsd4/Gcnt1/Adamts13/B3gnt2/Muc15/B3gnt8/Pofut2/Pomt2/Galnt13/St6galnac2/Large2/St3gal4/Adamts5/Spon2/Galnt7/Galnt12/Galnt18/Sbspon/Adamts20/B3gnt5/B3galnt2/Adamts19/Muc1/Pomgnt2/Adamts15/Adamtsl4/Thsd7b/Galnt15/Galnt9/Galnt5/Adamts7/Adamts3/B4galt6/Adamts1/Gcnt4/Adamtsl1/Galnt16/Sema5b/Galnt10/Adamts18	42	1.44585236481509
R-MMU-1799339	R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane	17/2468	25/6542	0.00204792482744018	0.0372608544992589	0.0322757743272006	Rpl37/Rpl22/Srp72/Rpl27a/Rps10/Rps5/Rps19/Rps11/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Rpsa/Rpl37a/Rpl3	17	1.80249594813614
R-MMU-1442490	R-MMU-1442490	Collagen degradation	24/2468	39/6542	0.00212027394534352	0.0375345793027028	0.032512877853205	Col19a1/Ctsl/Col7a1/Mmp13/Col4a6/Col8a1/Col26a1/Mmp9/Col5a3/Col13a1/Mmp12/Mmp2/Mmp3/Mmp20/Col25a1/Col6a6/Col12a1/Col6a5/Ctsk/Col2a1/Col4a2/Col11a2/Col4a1/Col6a2	24	1.63121805261189
R-MMU-8957275	R-MMU-8957275	Post-translational protein phosphorylation	48/2468	91/6542	0.00235730244522434	0.0396409999255107	0.0343374832621138	Ktn1/Alb/Igfbp5/Bmp4/Scg2/Fn1/App/Fstl1/Proc/Fam20c/Megf11/F5/Dmp1/Stc2/Igfbp4/Timp1/Fgf23/Ambn/Prss23/Ltbp1/Amelx/Serpind1/Itih2/Gas6/Ckap4/Aplp2/Afp/Mia3/C3/Cdh2/Mfge8/Adam10/Chgb/C4b/Enam/Notum/Penk/Mepe/Il6/Apoa1/Sdc2/Spp1/Chrdl1/Tnc/Fbn1/Fam20a/Pcsk9/Lgals1	48	1.39818690223877
R-MMU-8980692	R-MMU-8980692	RHOA GTPase cycle	56/2468	109/6542	0.00236030381235865	0.0396409999255107	0.0343374832621138	Arhgef3/Ophn1/Ktn1/Arap3/Arhgap22/Rhpn2/Arhgap26/Arhgap21/Plekhg6/Daam1/Arhgap29/Depdc1b/Pik3r1/Vav3/Iqgap3/Arhgdia/Vamp3/Tjp2/Plekhg5/Vav2/Arhgap44/Arhgef11/Snap23/Cavin1/Def6/Lbr/Arhgap9/Arap1/Arhgap24/Sowahc/Jup/Rasgrf2/Srgap1/Arhgap32/Dlc1/Aaas/Arhgef18/Arhgef15/Arhgap10/Fam13a/Ccdc115/Stom/Gmip/Net1/Arhgap19/Arhgef10/Arhgef19/Vav1/Arhgap18/Kalrn/Actc1/Arhgef28/Arhgap20/Abr/Prex1/Arhgap8	56	1.36184259438241
R-MMU-72695	R-MMU-72695	Formation of the ternary complex, and subsequently, the 43S complex	15/2468	22/6542	0.00363227369287979	0.0540750205337283	0.0468403954482597	Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa	15	1.80731545601886
R-MMU-72706	R-MMU-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	22/2468	36/6542	0.00365010794454486	0.0540750205337283	0.0468403954482597	Rpl37/Rpl22/Eif5/Rpl27a/Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa/Rpl37a/Rpl3	22	1.61989014946876
R-MMU-927802	R-MMU-927802	Nonsense-Mediated Decay (NMD)	22/2468	36/6542	0.00365010794454486	0.0540750205337283	0.0468403954482597	Rpl37/Gspt1/Rpl22/Rpl27a/Casc3/Upf3b/Ppp2ca/Rps10/Rps5/Rps19/Rps11/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Rpsa/Smg7/Rpl37a/Ncbp2/Rpl3	22	1.61989014946876
R-MMU-975957	R-MMU-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	22/2468	36/6542	0.00365010794454486	0.0540750205337283	0.0468403954482597	Rpl37/Gspt1/Rpl22/Rpl27a/Casc3/Upf3b/Ppp2ca/Rps10/Rps5/Rps19/Rps11/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Rpsa/Smg7/Rpl37a/Ncbp2/Rpl3	22	1.61989014946876
R-MMU-156590	R-MMU-156590	Glutathione conjugation	16/2468	24/6542	0.00377159137294809	0.0540750205337283	0.0468403954482597	Hpgds/Mgst1/Gstm5/Gstm7/Gstk1/Mgst2/Gstm6/Ggt1/Gclc/Gstm4/Ggt5/Gstm1/Gss/Chac2/Cndp2/Mgst3	16	1.76715289032955
R-MMU-166520	R-MMU-166520	Signaling by NTRKs	36/2468	66/6542	0.0038589059069251	0.0540750205337283	0.0468403954482597	Ntrk3/Rps6ka2/Mapkapk3/Mapkapk2/Pik3cb/Ntrk1/Fyn/Pik3r1/Ntf5/Sgk1/Ppp2ca/Cltc/Shc3/Map2k1/Kidins220/Mapk3/Rapgef1/Mapk7/Rps6ka5/Pcsk6/Ntrk2/Vrk3/Crkl/Kras/Rac1/Dusp4/Ralgds/Pik3ca/Shc1/Irs2/Dusp7/Egr2/Bdnf/Ntf3/Ppp2r1b/Mapk11	36	1.44585236481509
R-MMU-5173214	R-MMU-5173214	O-glycosylation of TSR domain-containing proteins	18/2468	28/6542	0.00387647479575168	0.0540750205337283	0.0468403954482597	Thsd1/Thsd4/Adamts13/Pofut2/Adamts5/Spon2/Sbspon/Adamts20/Adamts19/Adamts15/Adamtsl4/Thsd7b/Adamts7/Adamts3/Adamts1/Adamtsl1/Sema5b/Adamts18	18	1.7040402871035
R-MMU-76005	R-MMU-76005	Response to elevated platelet cytosolic Ca2+	49/2468	95/6542	0.00388019231310722	0.0540750205337283	0.0468403954482597	Mmrn1/Timp3/Alb/Clu/Fn1/App/Tgfb1/F13a1/Abcc4/Vcl/F5/Hgf/Wdr1/Prkca/Timp1/Vwf/Tgfb2/Endod1/Tuba4a/Pdgfb/Aldoa/Pecam1/Stxbp3/Gas6/Aplp2/Serping1/Tmsb4x/Vegfb/Apool/Lgals3bp/Cd9/Islr/Cyb5r1/Itgb3/Vegfd/Ecm1/Ctsw/Lamp2/A2m/Itih3/Apoa1/Cd109/Cd63/Igf2/Chid1/Ly6g6f/Igf1/Vegfc/Itga2b	49	1.36721828883392
R-MMU-114608	R-MMU-114608	Platelet degranulation	47/2468	91/6542	0.00447407447896894	0.0610524746609303	0.0528843452667601	Mmrn1/Timp3/Alb/Clu/Fn1/App/Tgfb1/F13a1/Abcc4/Vcl/F5/Hgf/Wdr1/Timp1/Vwf/Tgfb2/Endod1/Tuba4a/Pdgfb/Aldoa/Pecam1/Gas6/Aplp2/Serping1/Tmsb4x/Vegfb/Apool/Lgals3bp/Cd9/Islr/Cyb5r1/Itgb3/Vegfd/Ecm1/Ctsw/Lamp2/A2m/Itih3/Apoa1/Cd109/Cd63/Igf2/Chid1/Ly6g6f/Igf1/Vegfc/Itga2b	47	1.36905800844213
R-MMU-2672351	R-MMU-2672351	Stimuli-sensing channels	40/2468	76/6542	0.00552495881210727	0.0738540412638829	0.0639732072980842	Clcn1/Ripk1/Slc9b2/Clcnkb/Trpc4/Trpv2/Ano3/Trpm2/Slc17a3/Trpm1/Ripk3/Wwp1/Sgk1/Asic4/Sri/Trpm6/Best3/Nalcn/Scnn1g/Trpc6/Raf1/Ryr1/Ano10/Fkbp1b/Trpv4/Asic3/Sgk3/Trpm5/Mlkl/Asic1/Stom/Clca2/Ano1/Clcn2/Ttyh2/Ano4/Ryr3/Ryr2/Unc79/Clcn7	40	1.39512070289175
R-MMU-156827	R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression	21/2468	35/6542	0.00606612730741516	0.0794662677271386	0.0688345814462478	Rpl37/Rpl22/Rpl27a/Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa/Rpl37a/Rpl3	21	1.5904376012966
R-MMU-114604	R-MMU-114604	GPVI-mediated activation cascade	19/2468	31/6542	0.006483493954641	0.0805582233636011	0.0697804457902466	Pik3cg/Pik3r3/Cdc42/Pik3cb/Fyn/Pik3r1/Vav3/Vav2/Lat/Pdpn/Lck/Rac2/Clec1b/Rac1/Syk/Pik3ca/Pik3r5/Vav1/Gp6	19	1.62464056046427
R-MMU-1638074	R-MMU-1638074	Keratan sulfate/keratin metabolism	19/2468	31/6542	0.006483493954641	0.0805582233636011	0.0697804457902466	St3gal1/B3gnt2/St3gal4/Glb1l2/Hexa/Chst1/Ogn/Acan/Omd/Hexb/Lum/B4galt6/Glb1l/Chst5/Glb1/B4galt4/Prelp/Galns/Kera	19	1.62464056046427
R-MMU-163125	R-MMU-163125	Post-translational modification: synthesis of GPI-anchored proteins	33/2468	61/6542	0.00655642714064362	0.0805582233636011	0.0697804457902466	Pigh/Ly6d/Pigm/Reck/Cpm/Mdga2/Nrn1/Dpm2/Lypd5/Folr2/Pigt/Pigb/Pigp/Pigz/Cntn3/Xpnpep2/Art4/Thy1/Pigk/Cntn5/Pigg/Otoa/Lypd6b/Ly6g6c/Rtn4rl2/Pigf/Ly6h/Cd109/Psca/Pigc/Pigv/Sprn/Tecta	33	1.43400111592316
R-MMU-1630316	R-MMU-1630316	Glycosaminoglycan metabolism	52/2468	104/6542	0.00675004765942171	0.0805582233636011	0.0697804457902466	St3gal1/Chp1/Dsel/B3gnt2/Papss2/Sdc1/Chst15/St3gal4/Chsy3/Glb1l2/Hs2st1/B3gat1/Hexa/Ndst3/Gusb/Sdc3/Gpc5/Hs3st1/Has2/Cspg5/Hs3st5/Hs6st3/Chst1/Ogn/Xylt1/Acan/Ids/Omd/Hpse/Hexb/Lum/Ext1/Csgalnact1/Chst11/B4galt6/Glb1l/Ndst1/Hyal3/Chst5/Lyve1/Glb1/Sdc2/Hs3st6/Cemip/B4galt4/Prelp/Dse/Hpse2/Hs6st1/Galns/Chst13/Kera	52	1.32536466774716
R-MMU-1222556	R-MMU-1222556	ROS and RNS production in phagocytes	16/2468	25/6542	0.00683588745385104	0.0805582233636011	0.0697804457902466	Atp6v0d2/Atp6v0a1/Atp6v1d/Slc11a1/Atp6v1c2/Tcirg1/Atp6v1a/Rac2/Nos3/Atp6v1c1/Atp6v1b2/Atp6v1b1/Ncf4/Cyba/Lpo/Atp6v0a4	16	1.69646677471637
R-MMU-397014	R-MMU-397014	Muscle contraction	61/2468	125/6542	0.00699660831912714	0.0805582233636011	0.0697804457902466	Gucy1b1/Kcnip1/Cacnb2/Kcnk2/Vcl/Camk2g/Mme/Atp2a3/Acta2/Atp2b4/Tnnt3/Tmod1/Lmod1/Atp2b1/Atp1a2/Cacng4/Sri/Atp2b3/Tnnc2/Myl9/Atp2a1/Kcnh2/Slc8a3/Cacna2d2/Tnni1/Itgb5/Des/Fxyd4/Atp1a4/Pxn/Corin/Stim1/Slc8a1/Tpm3/Tpm1/Cacng7/Cacnb1/Fxyd6/Ryr1/Fkbp1b/Tmod3/Kcnk3/Itpr1/Atp1a1/Atp1b1/Kcnk1/Tnni2/Kcnd3/Kcnip2/Npr2/Actg2/Itpr3/Kcnj2/Acta1/Tnnt1/Gucy1b2/Actc1/Ryr3/Ryr2/Nppc/Sorbs3	61	1.29355591572123
R-MMU-74752	R-MMU-74752	Signaling by Insulin receptor	32/2468	59/6542	0.00701041027744314	0.0805582233636011	0.0697804457902466	Atp6v0d2/Atp6v0a1/Atp6v1d/Pik3cb/Pik3r1/Fgf23/Gab1/Ptpn1/Fgf20/Fgfr4/Fgf1/Fgf10/Mapk3/Flt3l/Fgfr2/Atp6v1c2/Tcirg1/Fgf2/Atp6v1a/Fgf8/Fgfr1/Atp6v1c1/Atp6v1b2/Fgf16/Fgf15/Atp6v1b1/Fgf9/Pik3ca/Shc1/Irs2/Pik3r4/Atp6v0a4	32	1.43768370738675
R-MMU-112310	R-MMU-112310	Neurotransmitter release cycle	25/2468	44/6542	0.00761534621555378	0.0851262071476032	0.0737372850985265	Slc17a7/Syn1/Abat/Lin7a/Slc1a2/Slc1a1/Apba1/Slc18a2/Slc1a3/Slc1a6/Syn3/Cplx1/Aldh5a1/Slc32a1/Unc13b/Naaa/Maoa/Gls2/Ppfia3/Slc1a7/Slc6a1/Ppfia2/Gad1/Snap25/Tspoap1	25	1.50609621334905
R-MMU-2404192	R-MMU-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	24/2468	42/6542	0.00805774785213954	0.0851262071476032	0.0737372850985265	Pik3cb/Pik3r1/Fgf23/Gab1/Irs4/Fgf20/Fgfr4/Fgf1/Fgf10/Flt3l/Fgfr2/Fgf2/Fgf8/Fgfr1/Fgf16/Fgf15/Fgf9/Cilp/Igf2/Pik3ca/Shc1/Irs2/Igf1/Pik3r4	24	1.51470247742533
R-MMU-72613	R-MMU-72613	Eukaryotic Translation Initiation	24/2468	42/6542	0.00805774785213954	0.0851262071476032	0.0737372850985265	Rpl37/Rpl22/Eif5/Rpl27a/Eif3m/Eif2b3/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Eif4ebp1/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa/Rpl37a/Rpl3	24	1.51470247742533
R-MMU-72737	R-MMU-72737	Cap-dependent Translation Initiation	24/2468	42/6542	0.00805774785213954	0.0851262071476032	0.0737372850985265	Rpl37/Rpl22/Eif5/Rpl27a/Eif3m/Eif2b3/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Eif4ebp1/Rps13/Rpl18/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa/Rpl37a/Rpl3	24	1.51470247742533
R-MMU-983189	R-MMU-983189	Kinesins	24/2468	42/6542	0.00805774785213954	0.0851262071476032	0.0737372850985265	Klc4/Kif11/Kif18a/Tubb3/Kif2c/Tubb4b/Kif21b/Kif4/Kif23/Kif22/Tuba4a/Kif5a/Kif12/Kif20a/Kif3b/Kif3c/Kif16b/Kif21a/Klc3/Tubb4a/Tubb2a/Kif15/Kif26a/Kif18b	24	1.51470247742533
R-MMU-4420097	R-MMU-4420097	VEGFA-VEGFR2 Pathway	38/2468	73/6542	0.0085154874434139	0.0885340361180334	0.0766891851629088	Ctnnb1/Wasf3/Cdc42/Mapkapk3/Mapkapk2/Pik3cb/Fyn/Pik3r1/Vav3/Prkca/Vav2/Sphk1/Rasa1/Wasf1/Pxn/Itgb3/Jup/Kdr/Cdh5/Abi2/Axl/Nos3/Mapk13/Kras/Rac1/Shb/Ptk2b/Nck1/Hspb1/Pik3ca/Ncf4/Cyba/Elmo1/Vav1/Prkcd/Mapk12/Bcar1/Mapk11	38	1.37983170888746
R-MMU-373760	R-MMU-373760	L1CAM interactions	27/2468	49/6542	0.00974896127124763	0.0994777848620141	0.0861687843159914	Ank1/Tubb3/Tubb4b/Nrp1/Msn/Ezr/Dnm1/Csnk2a2/Nfasc/Kif4/Cltc/Vav2/Tuba4a/Map2k1/Mapk3/Gap43/Itga9/Dnm3/Sptbn1/Itgb3/Numb/Rac1/Sptbn4/Tubb4a/Fgfr1/Tubb2a/Itga2b	27	1.46060596037443
R-MMU-195258	R-MMU-195258	RHO GTPase Effectors	86/2468	186/6542	0.00987184124584873	0.0994777848620141	0.0861687843159914	Ppp2r5a/Klc4/Ppp1r14a/Ktn1/Pafah1b1/Ctnnb1/Kif18a/Ar/Tubb3/Cdca8/Ywhah/Spc25/Rhpn2/Kif2c/Daam1/Wasf3/Cdc42/Tubb4b/Ndc80/S100a9/Cenpu/Gopc/Nup98/Nf2/Iqgap3/Sfn/Prkca/Ppp2ca/Nup160/Noxa1/Tuba4a/Myl9/Dync1li2/Tax1bp3/Mapk3/Myh14/Dync1i1/Ckap5/Sec13/Fmnl2/Plk1/Cdc20/Wasf1/Cenpq/Incenp/Kif5a/Sgo1/Cenpm/Limk1/Bub1/Ppp2r5b/Myh10/Cenpa/Mad1l1/Ywhag/Rac2/Abi2/Spc24/Clip1/Pfn2/Rac1/Klc3/Tubb4a/Dynll2/Cenph/Tubb2a/Dvl3/B9d2/S100a8/Nck1/Cenpt/Wipf1/Dlg4/Aurkb/Ncf4/Nuf2/Dvl1/Cyba/Nup133/Prkcd/Bub1b/Pik3r4/Ppp2r1b/Fmnl1/Dync1h1/Mapk11	86	1.22560603684146
R-MMU-9648025	R-MMU-9648025	EML4 and NUDC in mitotic spindle formation	43/2468	85/6542	0.0101486475459785	0.100717638524484	0.0872427596057802	Ppp2r5a/Pafah1b1/Kif18a/Tubb3/Cdca8/Spc25/Kif2c/Tubb4b/Ndc80/Cenpu/Nup98/Ppp2ca/Nup160/Tuba4a/Dync1li2/Dync1i1/Ckap5/Sec13/Plk1/Cdc20/Eml4/Cenpq/Incenp/Sgo1/Cenpm/Bub1/Ppp2r5b/Cenpa/Mad1l1/Spc24/Clip1/Tubb4a/Dynll2/Cenph/Tubb2a/B9d2/Cenpt/Aurkb/Nuf2/Nup133/Bub1b/Ppp2r1b/Dync1h1	43	1.34095719325007
R-MMU-418346	R-MMU-418346	Platelet homeostasis	31/2468	58/6542	0.0103748120427239	0.101425401313196	0.0878558317522103	Ppp2r5a/Pde10a/Pde9a/Atp2a3/Atp2b4/Gnb5/Atp2b1/Gnb3/Ppp2ca/Pafah2/Sri/Atp2b3/P2rx1/Gng4/Ptgir/Atp2a1/Gnb4/Pecam1/Pla2g4a/P2rx2/Slc8a3/Slc8a1/Ppp2r5b/Trpc6/Gng10/Itpr1/Nos3/Gngt2/Pde1b/Itpr3/Ppp2r1b	31	1.4167691275918
R-MMU-112043	R-MMU-112043	PLC beta mediated events	17/2468	28/6542	0.0112452581299783	0.108318295222585	0.0938265345519863	Adcy4/Prkar1a/Adcy7/Plcb2/Prkca/Adcy5/Prkar2b/Pla2g4a/Plcb4/Adcy8/Plcb1/Adcy9/Gna15/Grk2/Pde1b/Adcy3/Prkcd	17	1.60937138226441
R-MMU-72662	R-MMU-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	16/2468	26/6542	0.011614299134406	0.108676656186227	0.0941369508788694	Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Eif4ebp1/Rps13/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa	16	1.63121805261189
R-MMU-72702	R-MMU-72702	Ribosomal scanning and start codon recognition	16/2468	26/6542	0.011614299134406	0.108676656186227	0.0941369508788694	Eif5/Eif3m/Eif3e/Rps10/Rps5/Rps19/Rps11/Eif3a/Rps13/Rps28/Rps14/Rps15a/Rps9/Eif3i/Eif3h/Rpsa	16	1.63121805261189
